Time,Voltage
11.86,11.2
11.9,11.22
11.93,11.28
11.97,11.28
12,11.1
12.03,11.2
12.07,11.06
12.1,10.97
12.13,11.06
12.17,10.85
12.2,10.95
12.23,10.69
12.27,10.61
12.3,10.59
